Nombre,Categoría,Calificación,Número de Opiniones,Dirección,Latitud,Longitud,Imagen
Sukiyaki Plaza Amistad,japonesa,4.6,"1,000+","Plaza Amistad, Local C1, Tijuana, Baja California 22457",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/1231f9501be83e8a82424b6eeb4b3043/9b3aae4cf90f897799a5ed357d60e09d.jpeg
La Teresa,europea,4.8,"1,000+","Blvd. De Las Americas 5488, El Paraiso, Tijuana, Baja California 22195",32.5047109,-116.9906028,https://tb-static.uber.com/prod/image-proc/processed_images/c7373dfbae1ec8bc19eb759594a3c40e/9b3aae4cf90f897799a5ed357d60e09d.jpeg
El Campero Tijuana,italiana,4.8,45,"Avenida Sonora 65, Tijuana, LATAM 22020",32.508892,-117.0133511,https://tb-static.uber.com/prod/image-proc/processed_images/4625b270eb0f11c2cbdcc6d0badfe81b/61e8d264e9409914f90881b13f54d0ac.jpeg
Little Caesars Libertad Tijuana,italiana,4.7,"7,000+","Calzada Defensores De Baja California 10, Tijuana, BC 22358",32.5253599,-117.0001251,https://tb-static.uber.com/prod/image-proc/processed_images/db4fc6017030a42fd6b5b7b7a5519b9d/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
La Postal Teriyaki  Sushi Suc Matriz,asiática,4.6,"3,000+","Av Carlos Lazo, Buena Vista, Empleado Postal, 22416 Tijuana, B.C., Mexico, B.C. 22416",32.1309,-115.2797,https://tb-static.uber.com/prod/image-proc/processed_images/4874ea95c4bd980b71df74fb70db69c5/891233042e9ada9873fc6d9c4e835eac.jpeg
Los Arcos  Tijuana,ambiente familiar,4.8,"3,000+","Boulevard Salinas & Escuadrón 201, Tijuana, B.C. 22014",32.5419,-116.6361,https://tb-static.uber.com/prod/image-proc/processed_images/3aa74c5a9b4c2bea619249150ea43f56/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Baja Grill  Go,saludable,4.8,500+,"2380 Avenida Guanajuato, Tijuana, LATAM 22040",32.6167,-115.0833,https://tb-static.uber.com/prod/image-proc/processed_images/86d0fdf99ec02e517c5f19deeaaa26b4/7835428b286acb57646a256c897c0e9e.jpeg
CRU Coffee Roasters Salinas,café,4.6,500+,"Plaza Domino, 11120, Blvd. Salinas, Tijuana, LATAM 22014",32.5419,-116.6361,https://tb-static.uber.com/prod/image-proc/processed_images/e1ceae03e30ec2020d1ef187ea1e1775/891233042e9ada9873fc6d9c4e835eac.jpeg
Pasillo Sano Otay,ensaladas,4.7,"1,000+","De Las Américas 1951, 14, Tijuana, BC 22427",32.5298021,-116.9699455,https://tb-static.uber.com/prod/image-proc/processed_images/6deab3dea3c732e87e420d3a0915c85b/f7e27f77a1abfdaa9fab9b4ae7dab7cb.webp
Carls Jr Insurgentes,americana,4.5,"3,000+","Blvd Insurgentes 17920, Tijuana, LATAM 22226",32.5030595,-116.9448656,https://tb-static.uber.com/prod/image-proc/processed_images/a507cb44fd8442442ed5e27751c9a403/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Little Caesars Mariano,italiana,4.8,"1,000+","11034 Avenida Fco J. Mina Plaza Matamoros, Tijuana, BC 22208",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/db4fc6017030a42fd6b5b7b7a5519b9d/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Ágora Crepes,repostería,4.5,"1,500+","Calz Del Tecnológico 173b, Tomas Aquino, Tijuana, Baja California 22414",31.7268,-115.8646,https://tb-static.uber.com/prod/image-proc/processed_images/bbcf97c92a05e63d23d94cbcf62f29ae/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Sushimi PLAYAS,japonesa,4.6,360+,"1212 Paseo Ensenada, Tijuana, LATAM 22500",32.4983,-117.1207,https://tb-static.uber.com/prod/image-proc/processed_images/5d50787eef29042bed069d83ff4a74b7/6a46de29c91d235bc2878fe87fd740f6.jpeg
Little Caesars Rubí,italiana,4.7,"9,000+","Blvd. Fundadores 6802, El Rubi, 22626 Tijuana, B.C., México, 22637",31.6201,-116.3625,https://tb-static.uber.com/prod/image-proc/processed_images/db4fc6017030a42fd6b5b7b7a5519b9d/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Baja Poke  La Recta,hawaiana,4.8,"6,000+","Sonora 66, Chapultepec, 22020 Tijuana, B.C., Mexico, B.C. 22020",31.7816,-116.5918,https://tb-static.uber.com/prod/image-proc/processed_images/b70faccbc601c5a081ab4e99bf540448/f8403c421bef668ad381b5e82e546060.jpeg
Little Caesars Tecnologico,italiana,4.7,"1,500+","1811 Juan Álvarez, Tijuana, LATAM 22414",31.7268,-115.8646,https://tb-static.uber.com/prod/image-proc/processed_images/db4fc6017030a42fd6b5b7b7a5519b9d/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Snowy Tea Otay,repostería,4.7,"1,500+","Calz Del Tecnológico 14527, La Pechuga, Tijuana, B.C., Mexico, 9, B.C. 22424",27.58333,87.33333,https://tb-static.uber.com/prod/image-proc/processed_images/791e29f4ae1a53b93035a41d86f20f77/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Little Caesars Fundadores Tijuana,italiana,4.7,"2,000+","5530a Boulevard Fundadores, Tijuana, LATAM 22630",31.6201,-116.3625,https://tb-static.uber.com/prod/image-proc/processed_images/db4fc6017030a42fd6b5b7b7a5519b9d/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Carls Jr Playas,americana,4.6,"3,000+","Paseo Ensenada 502 Int 40, Tijuana, LATAM 22500",32.4983,-117.1207,https://tb-static.uber.com/prod/image-proc/processed_images/a507cb44fd8442442ed5e27751c9a403/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Little Caesars Insurgentes 2,italiana,4.7,"7,000+","Av. Campos No. 33 Libramiento Insurgentes , , Tijuana, Baja California 22223",31.7915,-116.4436,https://tb-static.uber.com/prod/image-proc/processed_images/db4fc6017030a42fd6b5b7b7a5519b9d/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Nativo Coffee Community,desayuno,4.7,"1,000+","Larroque 271, Tijuana, B.C. 22010",32.5410859,-117.0301059,https://tb-static.uber.com/prod/image-proc/processed_images/4ac1bc3604defb29cc7b1c4a287d56d4/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Frutería La Única RIO,saludable,4.7,"4,000+","Blvrd Gral Rodolfo Sánchez Taboada 9651, Zona Urbana Rio Tijuana, 22400 Tijuana, B.C., México, B.C. 22015",32.55668,-117.12865,https://tb-static.uber.com/prod/image-proc/processed_images/ff6a0942c475f4355c85dea4771f407f/f8403c421bef668ad381b5e82e546060.jpeg
Little Caesars La Gloria,italiana,4.7,"5,000+","Ave. Cuauhtemoc Sur #54, Tijuana, BAJA CALIFORNIA 22645",31.5519,-116.6208,https://tb-static.uber.com/prod/image-proc/processed_images/db4fc6017030a42fd6b5b7b7a5519b9d/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Carls Jr Soler,americana,4.5,"4,000+","Braulio Maldonado 1202, Tijuana, LATAM 22530",32.482393,-117.0367768,https://tb-static.uber.com/prod/image-proc/processed_images/a507cb44fd8442442ed5e27751c9a403/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Sushimi GALERIAS HIPODROMO Tijuana,japonesa,4.3,370+,"Boulevard Agua Caliente 209, Tijuana, BC 22024",32.509731,-116.9951051,https://tb-static.uber.com/prod/image-proc/processed_images/5d50787eef29042bed069d83ff4a74b7/6a46de29c91d235bc2878fe87fd740f6.jpeg
Little Korea,ambiente familiar,4.8,"1,500+","Blvd. Agua Caliente 11300, Aviacion, Tijuana, Baja California 22014",32.5138421,-117.0059723,https://tb-static.uber.com/prod/image-proc/processed_images/aa6d66bf9211d3f950b6e3e590a17bb2/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Levain XVI Otay,panadería,4.7,700+,"Calzada Del Tecnológico 14527, Universidad Otay, La Pechuga. , 38 , Tijuana, BC 22427",32.5297381,-116.9714651,https://tb-static.uber.com/prod/image-proc/processed_images/4579a37c76a4c0eb5c2c071974ebcbb6/820883a48567670acbd720bc76391291.jpeg
Boh,desayuno,4.8,"1,000+","Avenida Querétaro 2371, Tijuana, Baja California 22040",32.521435,-117.0249613,https://tb-static.uber.com/prod/image-proc/processed_images/85d8be278eca51bbe884f81b2f15e1ec/7835428b286acb57646a256c897c0e9e.jpeg
Restaurante Bello Palacio,china,4.6,"10,000+","Calle 8va. Miguel Hidalgo 1615, Zona Centro, Tijuana, Baja California 22000",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/9ce6d2b6b24fa163e9ea2447078aa9d2/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Bol Corona Hipódromo,mexicana,4.6,"5,000+","De Las Ferias 62, Lomas Hipodromo, 22030 Tijuana, B.C., México, 62 Y 64, B.C. 22030",32.2551,-115.3344,https://tb-static.uber.com/prod/image-proc/processed_images/3441a604d84f32759c8cc74965186450/f8403c421bef668ad381b5e82e546060.jpeg
8020 Burger Joint sucursal Cacho,americana,4.3,34,"Av. Jalisco 2816, Local 3, Tijuana, BC 22044",32.1508,-116.1198,https://tb-static.uber.com/prod/image-proc/processed_images/38641fb11f1cc0f1213f585ccc016de5/891233042e9ada9873fc6d9c4e835eac.jpeg
Buffalo Wild Wings Agua Caliente Tijuana,alitas,4.3,"10,000+","Blvd. Agua Caliente 10307, Defensores De Baja California, 22020 Tijuana, B.C., Mexico, B.C. 22020",31.7816,-116.5918,https://tb-static.uber.com/prod/image-proc/processed_images/9f013b9db32ad72447f51b0307851239/63d18745892c100be9e4ef3c560c9204.jpeg
Sushimi PLAZA RIO,japonesa,4.6,330+,"Galería Arte 256, Tijuana, BC 22020",31.7816,-116.5918,https://tb-static.uber.com/prod/image-proc/processed_images/5d50787eef29042bed069d83ff4a74b7/6a46de29c91d235bc2878fe87fd740f6.jpeg
Teriyaki express,asiática,4.6,"2,000+","Calz Del Tecnológico 17 A, Tijuana, BCN 22427",32.1947,-116.4857,https://tb-static.uber.com/prod/image-proc/processed_images/1d1cc2508badf69d94ec0cf56436e085/9b3aae4cf90f897799a5ed357d60e09d.jpeg
La Postal Teriyaki  Sushi Suc Brisas,japonesa,4.3,700+,"Blvd. Gustavo Díaz Ordaz 7018-Int 2, Jalisco, 22116 Tijuana, B.C., Mexico, ",32.2063,-115.9304,https://tb-static.uber.com/prod/image-proc/processed_images/4874ea95c4bd980b71df74fb70db69c5/891233042e9ada9873fc6d9c4e835eac.jpeg
Buffalo Wild Wings Otay Tijuana,americana,4.3,"2,000+","Av. Rampa Aeropuerto Núm. 16000 Locales D-107 Td-107 D-108, La Pechuga, 22425 Tijuana, B.C., ",21.43417,-99.63944,https://tb-static.uber.com/prod/image-proc/processed_images/9f013b9db32ad72447f51b0307851239/63d18745892c100be9e4ef3c560c9204.jpeg
Wings Army Otay,alitas,4.1,700+,"Alameda Otay-Rampa Aeropuerto, Tijuana, BAJA CALIFORNIA 22425",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/ceb18f63ef2f3382a59b2cf8c448f3d6/69ad85cd7b39888042b3bbf1c22d630d.jpeg
La Postal Teriyaki  Sushi Suc Capistrano,asiática,4.5,380+,"Avenida Campos, Cerro Colorado, Tijuana, 22223, Baja California, Mx, BC 22223",31.7915,-116.4436,https://tb-static.uber.com/prod/image-proc/processed_images/4874ea95c4bd980b71df74fb70db69c5/891233042e9ada9873fc6d9c4e835eac.jpeg
Little Caesars El Prado,italiana,4.7,"9,000+","Blvd. Diaz Ordaz No. 12678, Tijuana, Baja California 22105",32.0022,-116.633,https://tb-static.uber.com/prod/image-proc/processed_images/db4fc6017030a42fd6b5b7b7a5519b9d/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Casa de Leo,comida rápida,3.8,38,"Boulevard Agua Caliente 10387, Tijuana, LATAM 22020",32.5094823,-116.9942839,https://tb-static.uber.com/prod/image-proc/processed_images/15c5666c4f03c0cd0c9511e98464ca53/891233042e9ada9873fc6d9c4e835eac.jpeg
Cenaduría La Escondida,mexicana,4.6,"9,000+","Blvd. Gustavo Diaz Ordaz, Laescondida, Tijuana, B.C., México, Local 23, B.C. 22106",53.99983,-125.0032,https://tb-static.uber.com/prod/image-proc/processed_images/5fbd33d5871c46b490e8e8588bb7a69d/69ad85cd7b39888042b3bbf1c22d630d.jpeg
dvolada café suc industrial,americana,4.9,"1,000+","Calle 7 Sur 19029 Local 9, Ciudad Industrial Otay, Tijuana, BC 22444",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/e1fb7a2fbc359f0eeaf9351994946858/a70f5c9df440d10213e93244e9eb7cad.jpeg
Sushi BLVD,japonesa,4.7,410+,"Tijuana, 22000, Bc, Mx, 14 Y 15, BC 22000",32.5316,-116.7601,https://tb-static.uber.com/prod/image-proc/processed_images/bbc2f55e9d72e40e02ecb9a0e4b96714/69ad85cd7b39888042b3bbf1c22d630d.webp
Little Caesars Madero II,italiana,4.6,"10,000+","Avenida Fco. Y Madero No. 2070 , Tijuana, Baja California 22000",32.5316,-116.7601,https://tb-static.uber.com/prod/image-proc/processed_images/db4fc6017030a42fd6b5b7b7a5519b9d/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Carls Jr Revolución,americana,4.5,"3,000+","Avenida Revolución 1093, Tijuana, LATAM 22000",32.5246546,-117.0357658,https://tb-static.uber.com/prod/image-proc/processed_images/a507cb44fd8442442ed5e27751c9a403/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
La Torta Plaza Siglo XXI,mexicana,4.8,"10,000+","Blvd. Gustavo Diaz Ordaz 15742, Tijuana, Baja California 22115",32.4985072,-116.9660302,https://tb-static.uber.com/prod/image-proc/processed_images/3614a3c906a6287ae34b2f033f135402/891233042e9ada9873fc6d9c4e835eac.jpeg
Blue Luna Café  Ermita,saludable,4.7,"1,500+","Av. Ermita Sur 4984, Reynoso, Tijuana, Baja California 22106",31.9736,-116.3378,https://tb-static.uber.com/prod/image-proc/processed_images/493024b946c6ea39f6262508463087ff/f8403c421bef668ad381b5e82e546060.jpeg
Neveria y Paleteria La Cascada,comida rápida,4.7,"1,000+","Boulevard Las Cascadas 16504b, Tijuana, BC 22116",32.2063,-115.9304,https://tb-static.uber.com/prod/image-proc/processed_images/77e1f0a783f70ce72a88ae8ce2adc0a6/9b3aae4cf90f897799a5ed357d60e09d.webp
El Griego,ambiente familiar,4.9,"1,000+","Av Rio Tijuana 2634, Revolucion, Baja California 22044",32.5182566,-117.0169237,https://tb-static.uber.com/prod/image-proc/processed_images/2d467a37f97b9dbac541cc318219ddbe/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Alma Verde Hipódromo,ensaladas,4.5,"1,000+","Av. Hipódromo 19, Tijuana, LATAM 22020",32.5071427,-116.9994294,https://tb-static.uber.com/prod/image-proc/processed_images/5a38ad5a21fd71ab0a29911749950831/f8403c421bef668ad381b5e82e546060.jpeg
El Pan Nuestro Express  Cacho,mexicana,4.6,"7,000+","Brasil 9130, Defensores De Baja California, 22040 Tijuana, B.C., Mexico, B.C. 22046",32.6167,-115.0833,https://tb-static.uber.com/prod/image-proc/processed_images/ee9a3960a80c7cd9e7b1e0c616146ecb/f8403c421bef668ad381b5e82e546060.jpeg
Starbucks Alameda Otay,cafetería,4.7,"9,000+","Avenida Lázaro Cárdenas Norte 16002, Tijuana, BC 22457",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/dd22da490a47459bc5f9912687029929/63d18745892c100be9e4ef3c560c9204.jpeg
La Postal Teriyaki  Sushi Suc Libertad,japonesa,4.5,"1,000+","Avenida Miguel Anzurez 1397, Tijuana, BC 22400",32.5769,-116.5883,https://tb-static.uber.com/prod/image-proc/processed_images/4874ea95c4bd980b71df74fb70db69c5/891233042e9ada9873fc6d9c4e835eac.jpeg
La Postal Teriyaki  Sushi Suc Fundadores 1,japonesa,4.5,"1,500+","Fracc. Moreno, Blvd. Fundadores 8001, Fundadores, 22180 Tijuana, B.C., México, ",31.7303,-116.5542,https://tb-static.uber.com/prod/image-proc/processed_images/4874ea95c4bd980b71df74fb70db69c5/891233042e9ada9873fc6d9c4e835eac.jpeg
Starbucks Paseo de los Héroes,cafetería,4.6,"9,000+","Paseo De Los Héroes 10610, Zona Urbana Rio Tijuana, 22010",32.5320605,-117.0279241,https://tb-static.uber.com/prod/image-proc/processed_images/dd22da490a47459bc5f9912687029929/63d18745892c100be9e4ef3c560c9204.jpeg
Fábrica de Crepas,repostería,4.7,"1,000+","Av Revolución 1181, Zona Centro, 22000 Tijuana, B.C., Mexico, B.C. 22000",32.5316,-116.7601,https://tb-static.uber.com/prod/image-proc/processed_images/564215cc86f4e9b069b7eb8fe4451a19/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Alma Verde Rush,americana,4.8,270+,"Ave. Sonora, La Recta # 66, Tijuana, LATAM 22420",31.9688,-115.53,https://tb-static.uber.com/prod/image-proc/processed_images/c75be5c540f564fd561cd22b5b4318b2/f8403c421bef668ad381b5e82e546060.jpeg
Pho 999,exclusivo de uber eats,4.8,"5,000+","Boulevard General Rodolfo Sánchez Taboada, 10512, 18b, Tijuana, 22044",32.1508,-116.1198,https://tb-static.uber.com/prod/image-proc/processed_images/e5a8b715b5ed7793438a7d3e53fc480b/f8403c421bef668ad381b5e82e546060.jpeg
Pho Lucky soler,ramen,4.8,230+,"Ignacio Manuel Altamirano 4567, Soler, Tijuana, BC 22530",32.5056846,-117.0434891,https://tb-static.uber.com/prod/image-proc/processed_images/24cb7454d633432e56675bf12f18aa7e/891233042e9ada9873fc6d9c4e835eac.jpeg
Pizza  Love Playas de Tijuana,italiana,4.7,"5,000+","Paseo Ensenada 951, Playas, Jardines Playas De Tijuana, 22500 Tijuana, B.C., México, B.C. 22500",32.4983,-117.1207,https://tb-static.uber.com/prod/image-proc/processed_images/624b7e212c0a8460bd6f71906e06e751/7835428b286acb57646a256c897c0e9e.jpeg
Dvolada Cafe Diaz Ordaz,cafetería,4.8,"7,000+","Blvd. Gustavo Diaz Ordaz 17301, La Joya Este, 22115 Tijuana, B.C., México, Local 10 Y 11, B.C. 22115",32.0532,-115.7858,https://tb-static.uber.com/prod/image-proc/processed_images/e365d7e164158957171fccbaf8d8ed44/f8403c421bef668ad381b5e82e546060.jpeg
Pasillo Sano Aguacaliente,saludable,4.4,390+,"Boulevard Agua Caliente 10343, Aviacion, Tijuana, BC 22014",32.5138421,-117.0059723,https://tb-static.uber.com/prod/image-proc/processed_images/41e3f6c2506897df8458463fcbadd10e/a70f5c9df440d10213e93244e9eb7cad.jpeg
La Postal Sushi y Teriyaki 510,asiática,4.6,"1,000+","Blvd Diaz Ordas Col Gas Y Anexas Int L10, Local 9, Tijuana, BC 14730",,,https://tb-static.uber.com/prod/image-proc/processed_images/4874ea95c4bd980b71df74fb70db69c5/891233042e9ada9873fc6d9c4e835eac.jpeg
Takunoya Ramen Y Gyoza,japonesa,4.8,110+,"Blvd. Otay Buena Vista 2050-9e, Parque Internacional Industrial Tijuana, 22424 Tijuana, B.C., ",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/ab48cfafdb3b14a3c2d57d0f11d2a70d/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Bulgogi By Korean House Otay,asiática,4.5,490+,"Boulevard Alberto Limón Padilla 17515, Tijuana, BC 22450",32.5337973,-116.9402326,https://tb-static.uber.com/prod/image-proc/processed_images/d5aecedc42cd23ca197ee47e6d5054f4/a70f5c9df440d10213e93244e9eb7cad.jpeg
Nómada Coffee Crew,americana,4.8,"2,000+","Calzada Tecnológico 15300 Int. 101, Tijuana, LATAM 22420",31.9688,-115.53,https://tb-static.uber.com/prod/image-proc/processed_images/923e6a4ce965c1b6e5b57bbddf817362/61e8d264e9409914f90881b13f54d0ac.jpeg
The Sushi Tap Playas,japonesa,4.3,270+,"Avenida Paseo Ensenada 502, Tijuana, BC 22504",32.5305931,-117.1160651,https://tb-static.uber.com/prod/image-proc/processed_images/d05ddf58aed7e97cbd4cbebb8dcd400a/69ad85cd7b39888042b3bbf1c22d630d.webp
La Postal Teriyaki  Sushi Suc  Soler,japonesa,4.4,"1,000+","Calle José María Larroque 144, Tijuana, BC 22530",32.5224795,-116.9973052,https://tb-static.uber.com/prod/image-proc/processed_images/4874ea95c4bd980b71df74fb70db69c5/891233042e9ada9873fc6d9c4e835eac.jpeg
Kimchimix Express,asiática,4.7,"1,000+","Calzada Del Tecnológico 14527, Plaza Unisur  22425, Tijuana, BC 22424",32.5298088,-116.9697754,https://tb-static.uber.com/prod/image-proc/processed_images/16fb6a0647b9af8a6c793c31d61c0c44/9b3aae4cf90f897799a5ed357d60e09d.webp
Frutería El Oasis  Luna Park,saludable,4.5,"2,000+","Blvd. Gustavo Diaz Ordaz 4099, Luna Park, Tijuana, Baja California 22120",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/f61fdcfd75ca187ba8a983c307ea50ce/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Starbucks Tijuana Terán DT,cafetería,4.7,"4,000+","Boulevard Lic. Héctor Terán Terán & Boulevard Licenciado Héctor Terán Terán, Tijuana, BC 22444",20.46278,-101.11736,https://tb-static.uber.com/prod/image-proc/processed_images/dd22da490a47459bc5f9912687029929/63d18745892c100be9e4ef3c560c9204.jpeg
La Postal Teriyaki  Sushi Suc Hipodromo Tijuana,asiática,4.0,420+,"Av. Colina Azul, Colinas De Agua Caliente, 6209, Tijuana, BC 22030",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/4874ea95c4bd980b71df74fb70db69c5/891233042e9ada9873fc6d9c4e835eac.jpeg
Carls Jr 5 y10,americana,4.5,"2,000+","Boulevard Gustavo Díaz Ordaz 14910, Carl'S Jr., Tijuana, BC 22115",38.8288,-77.891,https://tb-static.uber.com/prod/image-proc/processed_images/a507cb44fd8442442ed5e27751c9a403/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Sushingoon,japonesa,4.7,24,"Avenida Río Nazas 2401, Tijuana, BC 22015",31.7007,-116.3597,https://tb-static.uber.com/prod/image-proc/processed_images/86c72fb6c0c7d69dc5e77e7628e62a6d/f8403c421bef668ad381b5e82e546060.webp
Ramen 664,japonesa,4.8,280+,"Avenida Benito Juárez , 8135, Tijuana, BC 22000",32.5367015,-117.0564669,https://tb-static.uber.com/prod/image-proc/processed_images/e037c663e56f3cfd894100958346fdbb/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Palacio Royal,asiática,4.4,360+,"Blvd. Agua Caliente 9650, Tijuana, BC 22015",32.5138421,-117.0059723,https://tb-static.uber.com/prod/image-proc/processed_images/b06611fcc9122acee0caf80a7d3c2c9f/69ad85cd7b39888042b3bbf1c22d630d.webp
Sushimi MACROPLAZA Tijuana,japonesa,4.6,420+,"Boulevard De Los Insurgentes 18015, LOCAL FF* 16 , Tijuana, BC 22224",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/5d50787eef29042bed069d83ff4a74b7/6a46de29c91d235bc2878fe87fd740f6.jpeg
La Postal Teriyaki  Sushi Suc To Go,japonesa,4.6,180+,"Defensores Baja California 577 Empleado Postal, Tijuana, LATAM 22416",32.5236744,-116.9957934,https://tb-static.uber.com/prod/image-proc/processed_images/4874ea95c4bd980b71df74fb70db69c5/891233042e9ada9873fc6d9c4e835eac.jpeg
Carls Jr Cuauhtémoc,americana,4.5,"7,000+","Blvd. Cuauhtémoc Nte. 10237, Zona Urbana Rio Tijuana, Baja California 22044",32.5249118,-117.0173121,https://tb-static.uber.com/prod/image-proc/processed_images/a507cb44fd8442442ed5e27751c9a403/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Dimitris,mexicana,4.7,"2,000+","Blvd. Agua Caliente 10556, Local 18, Aviacion, 22014 Tijuana, B.C., Mexico, B.C. 22020",32.5419,-116.6361,https://tb-static.uber.com/prod/image-proc/processed_images/eebe27001b94d8385111531d1d6c6d30/9b3aae4cf90f897799a5ed357d60e09d.jpeg
